Origin Time:2024/04/03 08:46:44
Lon:121.70¢XE
Lat:24.19¢XN
Depth:6.1km
Mag:5.6
Stacode=ETL ,Staname=¤Ó¾|»Õ,Stalon=121.62,Stalat=24.16,Dist=   8.39,BAZ= 69.41,PGA(V)=  83.89,PGA(NS)= 412.80,PGA(EW)= 141.92,PGV(V)=   1.93,PGV(NS)=  11.14,PGV(EW)=   3.59,Int= 4¯Å,PGA(SUM)= 293.50,PGV(SUM)=  11.40
Stacode=WWC ,Staname=±ï´Ï  ,Stalon=120.52,Stalat=24.26,Dist= 119.78,BAZ= 93.78,PGA(V)=   2.67,PGA(NS)=   1.86,PGA(EW)=   1.88,PGV(V)=   0.22,PGV(NS)=   0.41,PGV(EW)=   0.32,Int= 1¯Å,PGA(SUM)=   2.07,PGV(SUM)=   0.46
Stacode=NSM ,Staname=¥Ûªù  ,Stalon=121.59,Stalat=25.29,Dist= 122.64,BAZ=174.72,PGA(V)=   0.63,PGA(NS)=   0.79,PGA(EW)=   0.63,PGV(V)=   0.11,PGV(NS)=   0.17,PGV(EW)=   0.12,Int= 1¯Å,PGA(SUM)=   0.91,PGV(SUM)=   0.18
Stacode=CHN5,Staname=¯óÀ­  ,Stalon=120.68,Stalat=23.60,Dist= 122.88,BAZ= 57.99,PGA(V)=   1.13,PGA(NS)=   3.75,PGA(EW)=   4.67,PGV(V)=   0.12,PGV(NS)=   0.41,PGV(EW)=   0.47,Int= 2¯Å,PGA(SUM)=   5.25,PGV(SUM)=   0.47
Stacode=CHK ,Staname=¦¨¥\  ,Stalon=121.37,Stalat=23.10,Dist= 124.98,BAZ= 15.48,PGA(V)=   0.82,PGA(NS)=   2.24,PGA(EW)=   2.32,PGV(V)=   0.11,PGV(NS)=   0.17,PGV(EW)=   0.19,Int= 2¯Å,PGA(SUM)=   2.55,PGV(SUM)=   0.21
Stacode=EHD ,Staname=®üºÝ  ,Stalon=121.21,Stalat=23.15,Dist= 125.37,BAZ= 23.70,PGA(V)=   0.74,PGA(NS)=   1.31,PGA(EW)=   1.46,PGV(V)=   0.05,PGV(NS)=   0.08,PGV(EW)=   0.11,Int= 1¯Å,PGA(SUM)=   1.65,PGV(SUM)=   0.12
Stacode=WGK ,Staname=¥j§|  ,Stalon=120.57,Stalat=23.68,Dist= 127.69,BAZ= 64.25,PGA(V)=   1.16,PGA(NS)=   2.37,PGA(EW)=   2.71,PGV(V)=   0.18,PGV(NS)=   0.31,PGV(EW)=   0.28,Int= 2¯Å,PGA(SUM)=   3.00,PGV(SUM)=   0.38
Stacode=WDL ,Staname=¤æ¤»¥«,Stalon=120.54,Stalat=23.71,Dist= 129.20,BAZ= 66.22,PGA(V)=   1.58,PGA(NS)=   2.44,PGA(EW)=   2.67,PGV(V)=   0.17,PGV(NS)=   0.32,PGV(EW)=   0.37,Int= 2¯Å,PGA(SUM)=   3.04,PGV(SUM)=   0.42
Stacode=B112,Staname=³À´ä  ,Stalon=120.43,Stalat=24.06,Dist= 129.88,BAZ= 83.63,PGA(V)=   0.84,PGA(NS)=   1.82,PGA(EW)=   2.03,PGV(V)=   0.24,PGV(NS)=   0.38,PGV(EW)=   0.38,Int= 1¯Å,PGA(SUM)=   2.12,PGV(SUM)=   0.45
Stacode=ELD ,Staname=§Q½_  ,Stalon=121.03,Stalat=23.19,Dist= 130.24,BAZ= 31.91,PGA(V)=   0.83,PGA(NS)=   1.18,PGA(EW)=   1.14,PGV(V)=   0.04,PGV(NS)=   0.07,PGV(EW)=   0.06,Int= 1¯Å,PGA(SUM)=   1.30,PGV(SUM)=   0.08
Stacode=ECS ,Staname=¦À¤W  ,Stalon=121.22,Stalat=23.10,Dist= 130.32,BAZ= 22.12,PGA(V)=   1.10,PGA(NS)=   1.79,PGA(EW)=   1.95,PGV(V)=   0.13,PGV(NS)=   0.26,PGV(EW)=   0.23,Int= 1¯Å,PGA(SUM)=   2.14,PGV(SUM)=   0.30
Stacode=C092,Staname=¦èÁ³  ,Stalon=120.49,Stalat=23.79,Dist= 131.09,BAZ= 70.43,PGA(V)=   0.91,PGA(NS)=   1.79,PGA(EW)=   1.57,PGV(V)=   0.13,PGV(NS)=   0.23,PGV(EW)=   0.22,Int= 1¯Å,PGA(SUM)=   1.79,PGV(SUM)=   0.25
Stacode=WRL ,Staname=¤GªL  ,Stalon=120.38,Stalat=23.90,Dist= 138.06,BAZ= 76.89,PGA(V)=   1.24,PGA(NS)=   2.29,PGA(EW)=   2.15,PGV(V)=   0.08,PGV(NS)=   0.26,PGV(EW)=   0.24,Int= 2¯Å,PGA(SUM)=   2.62,PGV(SUM)=   0.26
Stacode=WCKO,Staname=µf¸ô  ,Stalon=120.60,Stalat=23.44,Dist= 138.91,BAZ= 53.46,PGA(V)=   0.95,PGA(NS)=   2.63,PGA(EW)=   3.27,PGV(V)=   0.10,PGV(NS)=   0.21,PGV(EW)=   0.23,Int= 2¯Å,PGA(SUM)=   3.72,PGV(SUM)=   0.25
Stacode=EDH ,Staname=ªFªe  ,Stalon=121.30,Stalat=22.97,Dist= 140.27,BAZ= 16.75,PGA(V)=   0.73,PGA(NS)=   2.04,PGA(EW)=   1.37,PGV(V)=   0.06,PGV(NS)=   0.14,PGV(EW)=   0.11,Int= 1¯Å,PGA(SUM)=   1.99,PGV(SUM)=   0.14
Stacode=CHN2,Staname=¥Á¶¯  ,Stalon=120.47,Stalat=23.53,Dist= 144.30,BAZ= 59.90,PGA(V)=   1.55,PGA(NS)=   3.20,PGA(EW)=   2.36,PGV(V)=   0.13,PGV(NS)=   0.32,PGV(EW)=   0.23,Int= 2¯Å,PGA(SUM)=   3.46,PGV(SUM)=   0.32
Stacode=WTK ,Staname=¤g®w  ,Stalon=120.39,Stalat=23.69,Dist= 144.44,BAZ= 67.56,PGA(V)=   1.37,PGA(NS)=   2.41,PGA(EW)=   2.56,PGV(V)=   0.08,PGV(NS)=   0.39,PGV(EW)=   0.28,Int= 2¯Å,PGA(SUM)=   2.95,PGV(SUM)=   0.42
Stacode=STYH,Staname=®ç·½  ,Stalon=120.78,Stalat=23.18,Dist= 145.60,BAZ= 40.07,PGA(V)=   0.41,PGA(NS)=   0.69,PGA(EW)=   0.68,PGV(V)=   0.05,PGV(NS)=   0.05,PGV(EW)=   0.06,Int= 1¯Å,PGA(SUM)=   0.83,PGV(SUM)=   0.09
Stacode=WTC ,Staname=¤j«°  ,Stalon=120.29,Stalat=23.86,Dist= 147.93,BAZ= 75.98,PGA(V)=   0.83,PGA(NS)=   2.48,PGA(EW)=   1.66,PGV(V)=   0.06,PGV(NS)=   0.23,PGV(EW)=   0.18,Int= 2¯Å,PGA(SUM)=   2.65,PGV(SUM)=   0.24
Stacode=CHY ,Staname=¹Å¸q¥«,Stalon=120.43,Stalat=23.50,Dist= 149.99,BAZ= 59.42,PGA(V)=   0.70,PGA(NS)=   2.24,PGA(EW)=   3.21,PGV(V)=   0.10,PGV(NS)=   0.26,PGV(EW)=   0.24,Int= 2¯Å,PGA(SUM)=   3.23,PGV(SUM)=   0.28
Stacode=WTP ,Staname=¤j®H  ,Stalon=120.62,Stalat=23.24,Dist= 151.50,BAZ= 46.50,PGA(V)=   0.42,PGA(NS)=   0.85,PGA(EW)=   0.63,PGV(V)=   0.07,PGV(NS)=   0.13,PGV(EW)=   0.08,Int= 1¯Å,PGA(SUM)=   0.90,PGV(SUM)=   0.13
Stacode=LONT,Staname=³À³¥  ,Stalon=121.13,Stalat=22.91,Dist= 153.15,BAZ= 22.34,PGA(V)=   0.43,PGA(NS)=   0.70,PGA(EW)=   0.78,PGV(V)=   0.06,PGV(NS)=   0.10,PGV(EW)=   0.12,Int= 1¯Å,PGA(SUM)=   1.03,PGV(SUM)=   0.13
Stacode=WML ,Staname=³Á¼d  ,Stalon=120.22,Stalat=23.80,Dist= 156.08,BAZ= 74.32,PGA(V)=   1.14,PGA(NS)=   1.94,PGA(EW)=   2.68,PGV(V)=   0.07,PGV(NS)=   0.18,PGV(EW)=   0.20,Int= 2¯Å,PGA(SUM)=   2.68,PGV(SUM)=   0.23
Stacode=C015,Staname=¥Õªe  ,Stalon=120.41,Stalat=23.35,Dist= 160.24,BAZ= 54.86,PGA(V)=   2.26,PGA(NS)=   2.84,PGA(EW)=   2.00,PGV(V)=   0.16,PGV(NS)=   0.29,PGV(EW)=   0.28,Int= 2¯Å,PGA(SUM)=   2.83,PGV(SUM)=   0.33
Stacode=WSF ,Staname=¥|´ò  ,Stalon=120.23,Stalat=23.64,Dist= 161.58,BAZ= 67.89,PGA(V)=   1.07,PGA(NS)=   6.87,PGA(EW)=   3.65,PGV(V)=   0.07,PGV(NS)=   0.43,PGV(EW)=   0.35,Int= 2¯Å,PGA(SUM)=   6.86,PGV(SUM)=   0.44
Stacode=CHN1,Staname=·£¦è  ,Stalon=120.53,Stalat=23.18,Dist= 162.95,BAZ= 47.16,PGA(V)=   0.51,PGA(NS)=   0.81,PGA(EW)=   0.60,PGV(V)=   0.06,PGV(NS)=   0.09,PGV(EW)=   0.08,Int= 1¯Å,PGA(SUM)=   0.93,PGV(SUM)=   0.11
Stacode=CHY1,Staname=¤Ó«O¥«,Stalon=120.29,Stalat=23.46,Dist= 164.42,BAZ= 60.62,PGA(V)=   0.90,PGA(NS)=   1.93,PGA(EW)=   1.91,PGV(V)=   0.06,PGV(NS)=   0.28,PGV(EW)=   0.19,Int= 1¯Å,PGA(SUM)=   2.32,PGV(SUM)=   0.28
Stacode=SGS ,Staname=¥Ò¥P  ,Stalon=120.59,Stalat=23.08,Dist= 166.69,BAZ= 42.77,PGA(V)=   0.38,PGA(NS)=   0.71,PGA(EW)=   0.84,PGV(V)=   0.06,PGV(NS)=   0.08,PGV(EW)=   0.08,Int= 1¯Å,PGA(SUM)=   0.85,PGV(SUM)=   0.09
Stacode=WSL ,Staname=¤ôªL  ,Stalon=120.23,Stalat=23.52,Dist= 166.96,BAZ= 63.92,PGA(V)=   0.66,PGA(NS)=   1.84,PGA(EW)=   2.05,PGV(V)=   0.05,PGV(NS)=   0.25,PGV(EW)=   0.20,Int= 1¯Å,PGA(SUM)=   2.27,PGV(SUM)=   0.26
Stacode=CHN8,Staname=¸q¦Ë  ,Stalon=120.22,Stalat=23.35,Dist= 176.89,BAZ= 58.35,PGA(V)=   0.45,PGA(NS)=   1.41,PGA(EW)=   1.53,PGV(V)=   0.04,PGV(NS)=   0.18,PGV(EW)=   0.18,Int= 1¯Å,PGA(SUM)=   1.66,PGV(SUM)=   0.18
Stacode=SSH ,Staname=µ½¤Æ  ,Stalon=120.29,Stalat=23.14,Dist= 185.06,BAZ= 51.10,PGA(V)=   0.45,PGA(NS)=   1.36,PGA(EW)=   1.24,PGV(V)=   0.12,PGV(NS)=   0.27,PGV(EW)=   0.20,Int= 1¯Å,PGA(SUM)=   1.51,PGV(SUM)=   0.34
Stacode=SHH ,Staname=·s¤Æ  ,Stalon=120.35,Stalat=23.02,Dist= 188.84,BAZ= 46.95,PGA(V)=   0.63,PGA(NS)=   0.96,PGA(EW)=   1.67,PGV(V)=   0.07,PGV(NS)=   0.13,PGV(EW)=   0.13,Int= 1¯Å,PGA(SUM)=   1.66,PGV(SUM)=   0.16
Stacode=SCL ,Staname=¨Î¨½  ,Stalon=120.20,Stalat=23.17,Dist= 189.45,BAZ= 53.77,PGA(V)=   0.28,PGA(NS)=   1.30,PGA(EW)=   1.31,PGV(V)=   0.04,PGV(NS)=   0.13,PGV(EW)=   0.14,Int= 1¯Å,PGA(SUM)=   1.42,PGV(SUM)=   0.14
Stacode=SCS ,Staname=ºX¤s  ,Stalon=120.49,Stalat=22.89,Dist= 189.46,BAZ= 40.55,PGA(V)=   0.58,PGA(NS)=   1.72,PGA(EW)=   1.07,PGV(V)=   0.07,PGV(NS)=   0.16,PGV(EW)=   0.10,Int= 1¯Å,PGA(SUM)=   1.79,PGV(SUM)=   0.17
Stacode=TAI1,Staname=¥Ã±d  ,Stalon=120.24,Stalat=23.04,Dist= 196.08,BAZ= 49.61,PGA(V)=   0.33,PGA(NS)=   0.90,PGA(EW)=   0.78,PGV(V)=   0.05,PGV(NS)=   0.11,PGV(EW)=   0.11,Int= 1¯Å,PGA(SUM)=   0.97,PGV(SUM)=   0.15
Stacode=SGL ,Staname=¤E¦p  ,Stalon=120.50,Stalat=22.72,Dist= 203.17,BAZ= 37.17,PGA(V)=   0.25,PGA(NS)=   0.72,PGA(EW)=   0.82,PGV(V)=   0.05,PGV(NS)=   0.14,PGV(EW)=   0.13,Int= 1¯Å,PGA(SUM)=   0.98,PGV(SUM)=   0.17
