Origin Time:2024/04/23 10:21:00
Lon:121.54°E
Lat:23.86°N
Depth:8.9km
Mag:5.5
Stacode=EYL ,Staname=鹽寮  ,Stalon=121.60,Stalat=23.90,Dist=   7.89,BAZ=231.36,PGA(V)=  96.18,PGA(NS)= 265.06,PGA(EW)= 302.03,PGV(V)=   4.35,PGV(NS)=  12.58,PGV(EW)=  14.42,Int= 5弱,PGA(SUM)= 321.09,PGV(SUM)=  18.26
Stacode=NCU ,Staname=中壢  ,Stalon=121.19,Stalat=24.97,Dist= 127.88,BAZ=163.68,PGA(V)=   0.85,PGA(NS)=   1.16,PGA(EW)=   0.75,PGV(V)=   0.09,PGV(NS)=   0.15,PGV(EW)=   0.10,Int= 1級,PGA(SUM)=   1.34,PGV(SUM)=   0.17
Stacode=C015,Staname=白河  ,Stalon=120.41,Stalat=23.35,Dist= 127.93,BAZ= 64.00,PGA(V)=   1.11,PGA(NS)=   1.98,PGA(EW)=   2.44,PGV(V)=   0.12,PGV(NS)=   0.44,PGV(EW)=   0.26,Int= 1級,PGA(SUM)=   2.49,PGV(SUM)=   0.44
Stacode=A024,Staname=新北市,Stalon=121.47,Stalat=25.02,Dist= 128.68,BAZ=177.00,PGA(V)=   1.10,PGA(NS)=   2.06,PGA(EW)=   1.70,PGV(V)=   0.10,PGV(NS)=   0.29,PGV(EW)=   0.21,Int= 1級,PGA(SUM)=   2.28,PGV(SUM)=   0.29
Stacode=NTY ,Staname=桃園市,Stalon=121.30,Stalat=25.00,Dist= 128.74,BAZ=168.94,PGA(V)=   0.75,PGA(NS)=   1.09,PGA(EW)=   1.30,PGV(V)=   0.09,PGV(NS)=   0.13,PGV(EW)=   0.10,Int= 1級,PGA(SUM)=   1.47,PGV(SUM)=   0.14
Stacode=TTN ,Staname=臺東市,Stalon=121.15,Stalat=22.75,Dist= 128.78,BAZ= 17.86,PGA(V)=   0.38,PGA(NS)=   0.80,PGA(EW)=   0.69,PGV(V)=   0.06,PGV(NS)=   0.17,PGV(EW)=   0.14,Int= 1級,PGA(SUM)=   0.81,PGV(SUM)=   0.17
Stacode=SGS ,Staname=甲仙  ,Stalon=120.59,Stalat=23.08,Dist= 129.85,BAZ= 48.39,PGA(V)=   0.56,PGA(NS)=   0.86,PGA(EW)=   1.12,PGV(V)=   0.06,PGV(NS)=   0.09,PGV(EW)=   0.10,Int= 1級,PGA(SUM)=   1.14,PGV(SUM)=   0.10
Stacode=TAP ,Staname=臺北市,Stalon=121.51,Stalat=25.04,Dist= 130.57,BAZ=178.79,PGA(V)=   0.55,PGA(NS)=   1.39,PGA(EW)=   1.01,PGV(V)=   0.06,PGV(NS)=   0.21,PGV(EW)=   0.13,Int= 1級,PGA(SUM)=   1.56,PGV(SUM)=   0.22
Stacode=SLG ,Staname=六龜  ,Stalon=120.65,Stalat=22.99,Dist= 132.49,BAZ= 43.65,PGA(V)=   0.32,PGA(NS)=   0.91,PGA(EW)=   0.62,PGV(V)=   0.06,PGV(NS)=   0.08,PGV(EW)=   0.07,Int= 1級,PGA(SUM)=   0.96,PGV(SUM)=   0.10
Stacode=WML ,Staname=麥寮  ,Stalon=120.22,Stalat=23.80,Dist= 134.40,BAZ= 87.42,PGA(V)=   1.27,PGA(NS)=   2.73,PGA(EW)=   3.32,PGV(V)=   0.07,PGV(NS)=   0.24,PGV(EW)=   0.26,Int= 2級,PGA(SUM)=   3.70,PGV(SUM)=   0.27
Stacode=CHY1,Staname=太保市,Stalon=120.29,Stalat=23.46,Dist= 134.79,BAZ= 70.71,PGA(V)=   0.88,PGA(NS)=   2.22,PGA(EW)=   1.85,PGV(V)=   0.05,PGV(NS)=   0.21,PGV(EW)=   0.21,Int= 1級,PGA(SUM)=   2.46,PGV(SUM)=   0.23
Stacode=NXZ ,Staname=汐止  ,Stalon=121.64,Stalat=25.08,Dist= 135.23,BAZ=184.26,PGA(V)=   0.60,PGA(NS)=   1.10,PGA(EW)=   1.03,PGV(V)=   0.06,PGV(NS)=   0.07,PGV(EW)=   0.07,Int= 1級,PGA(SUM)=   1.26,PGV(SUM)=   0.08
Stacode=WSF ,Staname=四湖  ,Stalon=120.23,Stalat=23.64,Dist= 135.93,BAZ= 79.55,PGA(V)=   0.93,PGA(NS)=   2.07,PGA(EW)=   3.32,PGV(V)=   0.05,PGV(NS)=   0.16,PGV(EW)=   0.20,Int= 2級,PGA(SUM)=   3.47,PGV(SUM)=   0.21
Stacode=NWF ,Staname=五分山,Stalon=121.78,Stalat=25.07,Dist= 136.49,BAZ=190.28,PGA(V)=   0.47,PGA(NS)=   2.40,PGA(EW)=   1.95,PGV(V)=   0.05,PGV(NS)=   0.23,PGV(EW)=   0.15,Int= 2級,PGA(SUM)=   2.95,PGV(SUM)=   0.27
Stacode=NHW ,Staname=新屋  ,Stalon=121.05,Stalat=25.01,Dist= 136.62,BAZ=158.51,PGA(V)=   0.77,PGA(NS)=   1.51,PGA(EW)=   1.46,PGV(V)=   0.07,PGV(NS)=   0.12,PGV(EW)=   0.17,Int= 1級,PGA(SUM)=   1.65,PGV(SUM)=   0.17
Stacode=WSL ,Staname=水林  ,Stalon=120.23,Stalat=23.52,Dist= 139.02,BAZ= 74.46,PGA(V)=   0.58,PGA(NS)=   2.00,PGA(EW)=   2.13,PGV(V)=   0.05,PGV(NS)=   0.20,PGV(EW)=   0.16,Int= 1級,PGA(SUM)=   2.22,PGV(SUM)=   0.20
Stacode=CHN8,Staname=義竹  ,Stalon=120.22,Stalat=23.35,Dist= 145.99,BAZ= 67.16,PGA(V)=   0.43,PGA(NS)=   1.66,PGA(EW)=   1.30,PGV(V)=   0.10,PGV(NS)=   0.20,PGV(EW)=   0.20,Int= 1級,PGA(SUM)=   1.74,PGV(SUM)=   0.20
Stacode=SSH ,Staname=善化  ,Stalon=120.29,Stalat=23.14,Dist= 150.94,BAZ= 57.97,PGA(V)=   0.51,PGA(NS)=   1.20,PGA(EW)=   1.37,PGV(V)=   0.10,PGV(NS)=   0.22,PGV(EW)=   0.21,Int= 1級,PGA(SUM)=   1.38,PGV(SUM)=   0.23
Stacode=SCS ,Staname=旗山  ,Stalon=120.49,Stalat=22.89,Dist= 151.94,BAZ= 44.80,PGA(V)=   0.63,PGA(NS)=   1.50,PGA(EW)=   1.22,PGV(V)=   0.06,PGV(NS)=   0.14,PGV(EW)=   0.13,Int= 1級,PGA(SUM)=   1.60,PGV(SUM)=   0.16
Stacode=SHH ,Staname=新化  ,Stalon=120.35,Stalat=23.02,Dist= 153.20,BAZ= 52.73,PGA(V)=   0.54,PGA(NS)=   0.99,PGA(EW)=   1.26,PGV(V)=   0.08,PGV(NS)=   0.15,PGV(EW)=   0.17,Int= 1級,PGA(SUM)=   1.34,PGV(SUM)=   0.19
Stacode=TAI1,Staname=永康  ,Stalon=120.24,Stalat=23.04,Dist= 161.34,BAZ= 55.70,PGA(V)=   0.33,PGA(NS)=   0.90,PGA(EW)=   0.76,PGV(V)=   0.04,PGV(NS)=   0.16,PGV(EW)=   0.12,Int= 1級,PGA(SUM)=   1.07,PGV(SUM)=   0.16
Stacode=SGL ,Staname=九如  ,Stalon=120.50,Stalat=22.72,Dist= 164.88,BAZ= 40.29,PGA(V)=   0.32,PGA(NS)=   0.95,PGA(EW)=   0.92,PGV(V)=   0.06,PGV(NS)=   0.17,PGV(EW)=   0.18,Int= 1級,PGA(SUM)=   1.06,PGV(SUM)=   0.18
Stacode=TAI ,Staname=臺南市,Stalon=120.20,Stalat=22.99,Dist= 166.86,BAZ= 54.93,PGA(V)=   0.39,PGA(NS)=   1.08,PGA(EW)=   0.74,PGV(V)=   0.05,PGV(NS)=   0.13,PGV(EW)=   0.11,Int= 1級,PGA(SUM)=   1.02,PGV(SUM)=   0.13
Stacode=SPT ,Staname=屏東市,Stalon=120.50,Stalat=22.68,Dist= 169.04,BAZ= 39.23,PGA(V)=   0.40,PGA(NS)=   0.84,PGA(EW)=   0.66,PGV(V)=   0.05,PGV(NS)=   0.14,PGV(EW)=   0.10,Int= 1級,PGA(SUM)=   0.83,PGV(SUM)=   0.14
Stacode=D009,Staname=路竹  ,Stalon=120.26,Stalat=22.87,Dist= 170.58,BAZ= 49.93,PGA(V)=   0.32,PGA(NS)=   1.16,PGA(EW)=   1.00,PGV(V)=   0.05,PGV(NS)=   0.16,PGV(EW)=   0.19,Int= 1級,PGA(SUM)=   1.47,PGV(SUM)=   0.24
Stacode=SNJ ,Staname=楠梓  ,Stalon=120.34,Stalat=22.75,Dist= 173.80,BAZ= 45.21,PGA(V)=   0.61,PGA(NS)=   1.12,PGA(EW)=   1.08,PGV(V)=   0.03,PGV(NS)=   0.11,PGV(EW)=   0.12,Int= 1級,PGA(SUM)=   1.01,PGV(SUM)=   0.13
