Origin Time:2025/03/13 13:09:39
Lon:121.41¢XE
Lat:23.11¢XN
Depth:18.6km
Mag:5.7
Stacode=CHK ,Staname=¦¨¥\  ,Stalon=121.37,Stalat=23.10,Dist=   3.96,BAZ= 69.74,PGA(V)=  80.39,PGA(NS)= 212.49,PGA(EW)= 313.48,PGV(V)=   1.34,PGV(NS)=   6.88,PGV(EW)=  10.86,Int= 4¯Å,PGA(SUM)= 314.22,PGV(SUM)=  11.43
Stacode=WSF ,Staname=¥|´ò  ,Stalon=120.23,Stalat=23.64,Dist= 133.92,BAZ=115.79,PGA(V)=   1.42,PGA(NS)=   6.37,PGA(EW)=   5.29,PGV(V)=   0.08,PGV(NS)=   0.50,PGV(EW)=   0.44,Int= 3¯Å,PGA(SUM)=   8.34,PGV(SUM)=   0.53
Stacode=SMS ,Staname=º¡¦{  ,Stalon=120.84,Stalat=22.02,Dist= 134.24,BAZ= 25.99,PGA(V)=   0.66,PGA(NS)=   1.62,PGA(EW)=   1.24,PGV(V)=   0.06,PGV(NS)=   0.11,PGV(EW)=   0.07,Int= 1¯Å,PGA(SUM)=   1.68,PGV(SUM)=   0.12
Stacode=WLC ,Staname=¤p¯[²y,Stalon=120.37,Stalat=22.35,Dist= 136.24,BAZ= 51.64,PGA(V)=   0.48,PGA(NS)=   0.78,PGA(EW)=   0.93,PGV(V)=   0.10,PGV(NS)=   0.14,PGV(EW)=   0.15,Int= 1¯Å,PGA(SUM)=   0.93,PGV(SUM)=   0.16
Stacode=TCU ,Staname=»O¤¤¥«,Stalon=120.68,Stalat=24.15,Dist= 136.47,BAZ=147.17,PGA(V)=   0.61,PGA(NS)=   1.59,PGA(EW)=   1.87,PGV(V)=   0.06,PGV(NS)=   0.13,PGV(EW)=   0.10,Int= 1¯Å,PGA(SUM)=   1.93,PGV(SUM)=   0.14
Stacode=WRL ,Staname=¤GªL  ,Stalon=120.38,Stalat=23.90,Dist= 137.09,BAZ=129.81,PGA(V)=   1.68,PGA(NS)=   3.46,PGA(EW)=   2.96,PGV(V)=   0.07,PGV(NS)=   0.35,PGV(EW)=   0.28,Int= 2¯Å,PGA(SUM)=   4.29,PGV(SUM)=   0.39
Stacode=EHP ,Staname=©M¥­  ,Stalon=121.75,Stalat=24.31,Dist= 137.22,BAZ=194.64,PGA(V)=   1.31,PGA(NS)=   2.05,PGA(EW)=   1.63,PGV(V)=   0.05,PGV(NS)=   0.14,PGV(EW)=   0.12,Int= 1¯Å,PGA(SUM)=   2.07,PGV(SUM)=   0.16
Stacode=WHP ,Staname=¯Q¥Û§|,Stalon=120.95,Stalat=24.28,Dist= 137.67,BAZ=159.92,PGA(V)=   1.40,PGA(NS)=   1.79,PGA(EW)=   3.05,PGV(V)=   0.09,PGV(NS)=   0.14,PGV(EW)=   0.20,Int= 2¯Å,PGA(SUM)=   3.07,PGV(SUM)=   0.22
Stacode=WCHH,Staname=¹ü¤Æ¥«,Stalon=120.56,Stalat=24.08,Dist= 138.09,BAZ=141.02,PGA(V)=   3.04,PGA(NS)=   4.88,PGA(EW)=   4.74,PGV(V)=   0.12,PGV(NS)=   0.22,PGV(EW)=   0.23,Int= 2¯Å,PGA(SUM)=   5.24,PGV(SUM)=   0.26
Stacode=EAH ,Staname=¿Dªá  ,Stalon=121.74,Stalat=24.33,Dist= 139.15,BAZ=193.99,PGA(V)=   1.12,PGA(NS)=   1.32,PGA(EW)=   1.77,PGV(V)=   0.06,PGV(NS)=   0.07,PGV(EW)=   0.10,Int= 1¯Å,PGA(SUM)=   1.70,PGV(SUM)=   0.10
Stacode=HEN ,Staname=«í¬K  ,Stalon=120.75,Stalat=22.00,Dist= 140.22,BAZ= 29.11,PGA(V)=   0.64,PGA(NS)=   1.99,PGA(EW)=   1.80,PGV(V)=   0.07,PGV(NS)=   0.20,PGV(EW)=   0.22,Int= 1¯Å,PGA(SUM)=   2.15,PGV(SUM)=   0.27
Stacode=WTC ,Staname=¤j«°  ,Stalon=120.29,Stalat=23.86,Dist= 141.48,BAZ=126.04,PGA(V)=   0.86,PGA(NS)=   2.55,PGA(EW)=   2.38,PGV(V)=   0.08,PGV(NS)=   0.32,PGV(EW)=   0.19,Int= 2¯Å,PGA(SUM)=   3.27,PGV(SUM)=   0.36
Stacode=TWK1,Staname=¾Á¤B  ,Stalon=120.81,Stalat=21.94,Dist= 143.33,BAZ= 25.31,PGA(V)=   0.37,PGA(NS)=   0.59,PGA(EW)=   0.87,PGV(V)=   0.04,PGV(NS)=   0.07,PGV(EW)=   0.09,Int= 1¯Å,PGA(SUM)=   0.90,PGV(SUM)=   0.10
Stacode=WML ,Staname=³Á¼d  ,Stalon=120.22,Stalat=23.80,Dist= 143.51,BAZ=122.39,PGA(V)=   1.54,PGA(NS)=   2.12,PGA(EW)=   2.02,PGV(V)=   0.08,PGV(NS)=   0.23,PGV(EW)=   0.20,Int= 2¯Å,PGA(SUM)=   2.58,PGV(SUM)=   0.29
Stacode=B112,Staname=³À´ä  ,Stalon=120.43,Stalat=24.06,Dist= 144.70,BAZ=136.33,PGA(V)=   1.79,PGA(NS)=   3.30,PGA(EW)=   2.63,PGV(V)=   0.11,PGV(NS)=   0.19,PGV(EW)=   0.29,Int= 2¯Å,PGA(SUM)=   3.36,PGV(SUM)=   0.31
Stacode=SEB ,Staname=ÃZÆq»ó,Stalon=120.86,Stalat=21.90,Dist= 145.54,BAZ= 23.06,PGA(V)=   0.51,PGA(NS)=   1.43,PGA(EW)=   2.06,PGV(V)=   0.07,PGV(NS)=   0.15,PGV(EW)=   0.22,Int= 1¯Å,PGA(SUM)=   2.08,PGV(SUM)=   0.24
Stacode=NNS ,Staname=«n¤s  ,Stalon=121.38,Stalat=24.44,Dist= 147.02,BAZ=178.89,PGA(V)=   0.82,PGA(NS)=   1.89,PGA(EW)=   1.60,PGV(V)=   0.05,PGV(NS)=   0.11,PGV(EW)=   0.14,Int= 1¯Å,PGA(SUM)=   1.85,PGV(SUM)=   0.14
Stacode=ENA ,Staname=«n¿D  ,Stalon=121.75,Stalat=24.43,Dist= 149.78,BAZ=193.36,PGA(V)=   0.82,PGA(NS)=   1.92,PGA(EW)=   1.42,PGV(V)=   0.03,PGV(NS)=   0.06,PGV(EW)=   0.05,Int= 1¯Å,PGA(SUM)=   1.31,PGV(SUM)=   0.06
Stacode=TWQ1,Staname=ÃU³½¼æ,Stalon=120.78,Stalat=24.35,Dist= 151.17,BAZ=154.92,PGA(V)=   2.45,PGA(NS)=   4.07,PGA(EW)=   4.12,PGV(V)=   0.15,PGV(NS)=   0.23,PGV(EW)=   0.26,Int= 2¯Å,PGA(SUM)=   4.69,PGV(SUM)=   0.32
Stacode=EWT ,Staname=ªZ¶ð  ,Stalon=121.78,Stalat=24.45,Dist= 152.54,BAZ=194.27,PGA(V)=   0.89,PGA(NS)=   1.85,PGA(EW)=   1.81,PGV(V)=   0.05,PGV(NS)=   0.11,PGV(EW)=   0.12,Int= 1¯Å,PGA(SUM)=   1.89,PGV(SUM)=   0.12
Stacode=WWC ,Staname=±ï´Ï  ,Stalon=120.52,Stalat=24.26,Dist= 155.83,BAZ=144.56,PGA(V)=   1.61,PGA(NS)=   4.11,PGA(EW)=   3.75,PGV(V)=   0.11,PGV(NS)=   0.57,PGV(EW)=   0.37,Int= 2¯Å,PGA(SUM)=   4.45,PGV(SUM)=   0.67
Stacode=WDJ ,Staname=¤j¥Ò  ,Stalon=120.64,Stalat=24.35,Dist= 157.91,BAZ=150.23,PGA(V)=   1.30,PGA(NS)=   2.50,PGA(EW)=   3.78,PGV(V)=   0.15,PGV(NS)=   0.25,PGV(EW)=   0.32,Int= 2¯Å,PGA(SUM)=   3.76,PGV(SUM)=   0.36
Stacode=NSY ,Staname=¤T¸q  ,Stalon=120.77,Stalat=24.41,Dist= 158.48,BAZ=155.71,PGA(V)=   1.06,PGA(NS)=   2.16,PGA(EW)=   1.69,PGV(V)=   0.12,PGV(NS)=   0.17,PGV(EW)=   0.20,Int= 1¯Å,PGA(SUM)=   2.19,PGV(SUM)=   0.20
Stacode=ENT ,Staname=¤û°«  ,Stalon=121.57,Stalat=24.64,Dist= 170.02,BAZ=185.65,PGA(V)=   0.41,PGA(NS)=   1.23,PGA(EW)=   1.02,PGV(V)=   0.03,PGV(NS)=   0.06,PGV(EW)=   0.04,Int= 1¯Å,PGA(SUM)=   1.34,PGV(SUM)=   0.07
Stacode=NFF ,Staname=¤­®p  ,Stalon=121.12,Stalat=24.63,Dist= 171.13,BAZ=170.01,PGA(V)=   0.40,PGA(NS)=   0.67,PGA(EW)=   0.92,PGV(V)=   0.02,PGV(NS)=   0.05,PGV(EW)=   0.07,Int= 1¯Å,PGA(SUM)=   1.01,PGV(SUM)=   0.08
Stacode=NDS ,Staname=¥V¤s  ,Stalon=121.72,Stalat=24.63,Dist= 171.65,BAZ=190.51,PGA(V)=   0.54,PGA(NS)=   0.76,PGA(EW)=   0.66,PGV(V)=   0.04,PGV(NS)=   0.06,PGV(EW)=   0.05,Int= 1¯Å,PGA(SUM)=   0.89,PGV(SUM)=   0.06
Stacode=NML ,Staname=­]®ß¥«,Stalon=120.83,Stalat=24.56,Dist= 171.73,BAZ=159.75,PGA(V)=   0.58,PGA(NS)=   1.38,PGA(EW)=   1.27,PGV(V)=   0.05,PGV(NS)=   0.11,PGV(EW)=   0.10,Int= 1¯Å,PGA(SUM)=   1.56,PGV(SUM)=   0.13
Stacode=NST ,Staname=«nÉÜ  ,Stalon=121.01,Stalat=24.63,Dist= 173.15,BAZ=166.37,PGA(V)=   0.47,PGA(NS)=   0.70,PGA(EW)=   0.91,PGV(V)=   0.04,PGV(NS)=   0.07,PGV(EW)=   0.08,Int= 1¯Å,PGA(SUM)=   0.94,PGV(SUM)=   0.08
Stacode=NJN ,Staname=¦Ë«n  ,Stalon=120.87,Stalat=24.68,Dist= 182.70,BAZ=162.52,PGA(V)=   0.66,PGA(NS)=   2.46,PGA(EW)=   2.06,PGV(V)=   0.04,PGV(NS)=   0.16,PGV(EW)=   0.14,Int= 2¯Å,PGA(SUM)=   2.65,PGV(SUM)=   0.18
Stacode=NJD ,Staname=¦ËªF  ,Stalon=121.09,Stalat=24.74,Dist= 182.98,BAZ=169.70,PGA(V)=   0.62,PGA(NS)=   1.77,PGA(EW)=   1.47,PGV(V)=   0.04,PGV(NS)=   0.07,PGV(EW)=   0.10,Int= 1¯Å,PGA(SUM)=   1.66,PGV(SUM)=   0.10
Stacode=KSHI,Staname=Ãö¦è  ,Stalon=121.18,Stalat=24.78,Dist= 186.15,BAZ=172.65,PGA(V)=   0.63,PGA(NS)=   1.30,PGA(EW)=   1.38,PGV(V)=   0.07,PGV(NS)=   0.08,PGV(EW)=   0.12,Int= 1¯Å,PGA(SUM)=   1.51,PGV(SUM)=   0.14
Stacode=ILA ,Staname=©yÄõ¥«,Stalon=121.76,Stalat=24.76,Dist= 186.52,BAZ=190.91,PGA(V)=   0.44,PGA(NS)=   0.91,PGA(EW)=   0.72,PGV(V)=   0.03,PGV(NS)=   0.05,PGV(EW)=   0.07,Int= 1¯Å,PGA(SUM)=   0.93,PGV(SUM)=   0.08
Stacode=HSN1,Staname=·s¦Ë¥«,Stalon=121.02,Stalat=24.78,Dist= 189.03,BAZ=167.84,PGA(V)=   0.46,PGA(NS)=   0.84,PGA(EW)=   0.67,PGV(V)=   0.05,PGV(NS)=   0.08,PGV(EW)=   0.06,Int= 1¯Å,PGA(SUM)=   0.88,PGV(SUM)=   0.08
Stacode=HSN ,Staname=¦Ë¥_¥«,Stalon=121.01,Stalat=24.83,Dist= 194.49,BAZ=168.07,PGA(V)=   0.41,PGA(NS)=   0.86,PGA(EW)=   1.04,PGV(V)=   0.05,PGV(NS)=   0.07,PGV(EW)=   0.08,Int= 1¯Å,PGA(SUM)=   1.07,PGV(SUM)=   0.08
Stacode=B011,Staname=¤j·Ë  ,Stalon=121.29,Stalat=24.88,Dist= 196.88,BAZ=176.36,PGA(V)=   0.34,PGA(NS)=   0.68,PGA(EW)=   0.77,PGV(V)=   0.04,PGV(NS)=   0.06,PGV(EW)=   0.06,Int= 1¯Å,PGA(SUM)=   0.87,PGV(SUM)=   0.07
Stacode=NTC ,Staname=ÀY«°  ,Stalon=121.83,Stalat=24.85,Dist= 197.77,BAZ=192.51,PGA(V)=   0.51,PGA(NS)=   0.70,PGA(EW)=   1.10,PGV(V)=   0.04,PGV(NS)=   0.05,PGV(EW)=   0.08,Int= 1¯Å,PGA(SUM)=   1.10,PGV(SUM)=   0.09
Stacode=NHDH,Staname=·s©±  ,Stalon=121.53,Stalat=24.96,Dist= 205.17,BAZ=183.29,PGA(V)=   0.42,PGA(NS)=   1.09,PGA(EW)=   1.13,PGV(V)=   0.03,PGV(NS)=   0.06,PGV(EW)=   0.07,Int= 1¯Å,PGA(SUM)=   1.19,PGV(SUM)=   0.07
Stacode=A024,Staname=·s¥_¥«,Stalon=121.47,Stalat=25.02,Dist= 211.54,BAZ=181.80,PGA(V)=   0.67,PGA(NS)=   0.77,PGA(EW)=   0.93,PGV(V)=   0.03,PGV(NS)=   0.08,PGV(EW)=   0.08,Int= 1¯Å,PGA(SUM)=   1.01,PGV(SUM)=   0.08
Stacode=NXZ ,Staname=¦Á¤î  ,Stalon=121.64,Stalat=25.08,Dist= 219.05,BAZ=186.15,PGA(V)=   0.29,PGA(NS)=   0.87,PGA(EW)=   0.70,PGV(V)=   0.01,PGV(NS)=   0.04,PGV(EW)=   0.05,Int= 1¯Å,PGA(SUM)=   0.97,PGV(SUM)=   0.05
Stacode=NWF ,Staname=¤­¤À¤s,Stalon=121.78,Stalat=25.07,Dist= 220.50,BAZ=189.88,PGA(V)=   0.35,PGA(NS)=   1.31,PGA(EW)=   1.30,PGV(V)=   0.05,PGV(NS)=   0.12,PGV(EW)=   0.12,Int= 1¯Å,PGA(SUM)=   1.56,PGV(SUM)=   0.15
